BioSample ID	Sample Type	Environment	Instruments
SAMN09092435	soil metagenome	Soil from Angelo Coast Range Reserve	Illumina HiSeq 2500, Sequel
SAMN11479303	milk metagenome	milk metagenome Raw sequence reads	Ion Torrent PGM, MinION
SAMN15921202	soil metagenome	subtropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921203	soil metagenome	tropical dry broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921246	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921249	soil metagenome	tundra	Illumina MiSeq, Sequel II
SAMN15921260	soil metagenome	mountain	Illumina MiSeq, Sequel II
SAMN15921293	soil metagenome	temperate broadleaf & mixed forest	Illumina MiSeq, Sequel II
SAMN15921312	soil metagenome	mountain	Illumina MiSeq, Sequel II
SAMN15921330	soil metagenome	temperate broadleaf & mixed forest	Illumina MiSeq, Sequel II
SAMN15921423	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921438	soil metagenome	tundra	Illumina MiSeq, Sequel II
SAMN15921447	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921465	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921484	soil metagenome	mediterranean forest, woodland and scrub	Illumina MiSeq, Sequel II
SAMN15921497	soil metagenome	mountain	Illumina MiSeq, Sequel II
SAMN15921499	soil metagenome	tropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN16575666	aquatic metagenome	surface water	Illumina HiSeq 2500, MinION
SAMN17245391	metagenome	flooded rice paddy soil	Illumina MiSeq, PacBio RS II
SAMN22304427	clinical metagenome	wound	Illumina MiSeq, MinION
SAMN33571948	human feces metagenome	Quantifying bias introduced by sample collection in relative and absolute microbiome measurements	Illumina NovaSeq 6000, PromethION
SAMN33571956	human feces metagenome	Quantifying bias introduced by sample collection in relative and absolute microbiome measurements	Illumina NovaSeq 6000, PromethION
SAMN41816781	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816813	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816814	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816830	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816864	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816884	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN42334565	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN42334587	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN47504787	soil metagenome	ENVO:00005775	GridION, Illumina NovaSeq 6000
SAMEA117491912	wastewater metagenome	Sulfonamide resistance gene sul4 is hosted by common wastewater sludge bacteria and found in various newly described contexts and hosts including clinically relevant species	Illumina NovaSeq 6000, PacBio RS II
SAMEA117831123	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831126	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831133	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831142	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831145	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA6631719	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631722	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631737	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631792	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6633762	Agaricus bisporus	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA7580838	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMEA9943600	metagenome	Exploring semi-quantitative metagenomics studies using Oxford Nanopore sequencing : a computational and experimental protocol	Illumina MiSeq, MinION
SAMEA9943611	metagenome	Exploring semi-quantitative metagenomics studies using Oxford Nanopore sequencing : a computational and experimental protocol	Illumina MiSeq, MinION
SAMN08456382	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456403	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456420	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456432	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456449	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456450	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456469	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456472	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN10236717	synthetic metagenome	mock community containing 12 organisms: Thioclava sp. ES.032, Psychrobacter sp. LV10R520-6, Propionibacteriaceae bacterium ES.041, Muricauda sp. ES.050, Micromonospora echinofusca DSM 43913, Micromonospora echinaurantiaca DSM 43904, Micromonospora coxensis DSM 45161, Marinobacter sp. LV10R510-8, Marinobacter sp. LV10MA510-1, Halomonas sp. HL-93, Halomonas sp. HL-4 and Cohaesibacter sp. ES.047.	Illumina HiSeq 2500, MinION, PacBio RS II
SAMN10450715	microbial mat metagenome	Microbial diversity and function in Antarctic paleomats	Illumina MiSeq, Illumina MiniSeq, PacBio RS II
SAMN15921183	soil metagenome	mediterranean forest, woodland and scrub	Illumina MiSeq, Sequel II
SAMN15921210	soil metagenome	temperate seminatural grassland	Illumina MiSeq, Sequel II
SAMN15921224	soil metagenome	temperate seminatural grassland	Illumina MiSeq, Sequel II
SAMN15921234	soil metagenome	temperate coniferous forest	Illumina MiSeq, Sequel II
SAMN15921257	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921304	soil metagenome	mountain	Illumina MiSeq, Sequel II
SAMN15921336	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921357	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921379	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921431	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921435	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921440	soil metagenome	tropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921493	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921511	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN23235377	gut metagenome	feces	Illumina HiSeq 2500, Illumina MiSeq, PacBio RS II
SAMN37739113	soil metagenome	arable field	Illumina MiSeq, Sequel II
SAMN37864940	wastewater metagenome	sludge collected from a pilot-scale biological nutrient removal reactor	Illumina NovaSeq 6000, Sequel IIe
SAMN41816785	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816795	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816816	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816838	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816856	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816858	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816862	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN42334579	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN53874609	metagenome	soil sample	Illumina NovaSeq 6000, PacBio RS II
SAMD00114506	insect gut metagenome	insecta-associated habitat	Illumina MiSeq, PacBio RS II
SAMEA116119880	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119887	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA116119901	human skin metagenome	Characterisation of the forehead and armpit skin microbiome of healthy individuals using shotgun metagenomics and 16S rRNA gene sequencing	Illumina MiSeq, Sequel II
SAMEA117831119	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831148	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA117831156	canine gut metagenome	Shanghai pet dog gut microbiome	Illumina NovaSeq 6000, PromethION
SAMEA6631791	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA6631815	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA7580839	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMEA7580844	mixed sample	A Peak into the Plasmidome of Global Sewage	MinION, NextSeq 500
SAMN08456427	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN08456431	root metagenome	18S SSU rRNA gene fragments and ITS2 fungal genes from Plantago lanceolata roots	Illumina MiSeq, PacBio RS II
SAMN13531066	salt lake metagenome	salt lake metagenome Metagenome	Illumina HiSeq 2500, MinION
SAMN15921184	soil metagenome	tropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921261	soil metagenome	woodland/shrubland	Illumina MiSeq, Sequel II
SAMN15921295	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921316	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921350	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921361	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921369	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921382	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921415	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921432	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921441	soil metagenome	mountain	Illumina MiSeq, Sequel II
SAMN15921446	soil metagenome	tundra	Illumina MiSeq, Sequel II
SAMN15921453	soil metagenome	boreal forest	Illumina MiSeq, Sequel II
SAMN15921461	soil metagenome	tropical coniferous forest	Illumina MiSeq, Sequel II
SAMN15921481	soil metagenome	tundra	Illumina MiSeq, Sequel II
SAMN16575664	wastewater metagenome	wastewater	Illumina HiSeq 2500, MinION
SAMN16954465	soil metagenome	lower terrace	Illumina HiSeq 2500, MinION
SAMN20165958	activated sludge metagenome	activated sludge	GridION, Illumina NovaSeq 6000
SAMN23235376	gut metagenome	feces	Illumina HiSeq 2500, Illumina MiSeq, PacBio RS II
SAMN33571938	human feces metagenome	Quantifying bias introduced by sample collection in relative and absolute microbiome measurements	Illumina NovaSeq 6000, PromethION
SAMN33571961	human feces metagenome	Quantifying bias introduced by sample collection in relative and absolute microbiome measurements	Illumina NovaSeq 6000, PromethION
SAMN37739116	soil metagenome	arable field	Illumina MiSeq, Sequel II
SAMN37739118	soil metagenome	arable field	Illumina MiSeq, Sequel II
SAMN37739123	soil metagenome	arable field	Illumina MiSeq, Sequel II
SAMN41816784	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816787	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816791	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816798	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816801	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816802	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816805	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN42334555	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN42334558	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN42334567	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN42334568	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN47504786	soil metagenome	ENVO:00005775	GridION, Illumina NovaSeq 6000
SAMD00253460	mixed culture metagenome	acid hot spring [ENVO_00002120]	Illumina MiSeq, PacBio RS II
SAMEA6631740	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631746	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631749	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631756	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631759	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631765	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, Ion Torrent S5, PacBio RS II
SAMEA6631812	soil metagenome	Long- and short-read metabarcoding technologies reveal similar spatio-temporal structures in fungal communities	Illumina MiSeq, PacBio RS II
SAMEA9943606	metagenome	Exploring semi-quantitative metagenomics studies using Oxford Nanopore sequencing : a computational and experimental protocol	Illumina MiSeq, MinION
SAMN15921288	soil metagenome	tropical dry broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921299	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921345	soil metagenome	deserts and xeric shrublands	Illumina MiSeq, Sequel II
SAMN15921353	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921362	soil metagenome	temperate forest	Illumina MiSeq, Sequel II
SAMN15921373	soil metagenome	tropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN15921378	soil metagenome	tropical forest	Illumina MiSeq, Sequel II
SAMN15921480	soil metagenome	tropical moist broadleaf forest	Illumina MiSeq, Sequel II
SAMN22304448	clinical metagenome	wound	Illumina MiSeq, MinION
SAMN37739114	soil metagenome	arable field	Illumina MiSeq, Sequel II
SAMN37739120	soil metagenome	arable field	Illumina MiSeq, Sequel II
SAMN41816825	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816847	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816877	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN41816879	pig gut metagenome	stool	Illumina MiSeq, MinION
SAMN42334554	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN42334584	human saliva metagenome	saliva	Illumina HiSeq 2500, Illumina MiSeq, Sequel
SAMN43219647	root metagenome	Plant root	Illumina NovaSeq 6000, Sequel
SAMN47504790	soil metagenome	ENVO:00005775	GridION, Illumina NovaSeq 6000
SAMN51265550	hot springs metagenome	sediment from geothermal spring	Illumina NovaSeq 6000, Sequel IIe
